x,y
8.329826E7,2.987294694004238
8.7682376E7,2.9831404800640096
9.229724E7,2.9667644482998927
9.715499E7,2.949906768542711
1.0226842E8,2.9322965137963677
1.0765097E8,2.9132714180703942
1.1331681E8,2.8936141593535276
1.19280856E8,2.872812986653129
1.255588E8,2.851048517966606
1.3216716E8,2.827778899301746
1.3912333E8,2.803786808647304
1.4644562E8,2.7781691560162725
1.5415328E8,2.7513774864021547
1.6226661E8,2.7225689158170794
1.7080696E8,2.6929475642437133
1.797968E8,2.671948478978712
1.8925979E8,2.652613658734362
1.9922083E8,2.6325040369501638
2.0970614E8,2.6110385124712367
2.2074331E8,2.588674922571124
2.3236139E8,2.5650082573539983
2.4459094E8,2.5399504711903327
2.5746416E8,2.5137833100946145
2.710149E8,2.4930568323687514
2.8527885E8,2.4723794714602216
3.0029354E8,2.4508400332690963
3.1609846E8,2.4279762444699307
3.3273523E8,2.403963019293972
3.502476E8,2.380137235992249
3.686817E8,2.3594372572135818
3.88086E8,2.338640368421909
4.085116E8,2.3145873031931457
4.3001222E8,2.290573001969586
4.5264445E8,2.269360781239452
4.7646784E8,2.2475305117042064
5.015451E8,2.2246233772227164
5.279422E8,2.2017257393293677
5.5572864E8,2.1802425145368156
5.8497754E8,2.157567636888842
6.157658E8,2.1348084799446982
6.481746E8,2.113055700633521
6.82289E8,2.0901662791615916
7.18199E8,2.068250235260838
7.559989E8,2.04581473891522
7.9578835E8,2.023411081303457
8.3767194E8,2.001246152876086
8.8175994E8,1.9787926364726907
9.281684E8,1.9565730430795565
9.770194E8,1.9342820263723366
1.0284415E9,1.9117978326434215
1.08257E9,1.8896756267966333
1.1395474E9,1.867268436539908
1.1995236E9,1.8448839892550966
1.2626564E9,1.8227272906591387
1.3291119E9,1.8004684338093089
1.3990652E9,1.7780800617052686
1.4727003E9,1.7557138172076054
1.5502108E9,1.7334644391152572
1.6318008E9,1.7111803682246243
1.7176851E9,1.6889289551474844
1.8080896E9,1.6666179802422663
1.9032522E9,1.6443126127963297
2.0034234E9,1.6220790393319855
2.1088667E9,1.5998536611259233
2.2198597E9,1.5775539878659794
2.3366945E9,1.5552280849551887
2.4596785E9,1.5329449224433922
2.5891354E9,1.5106653409076054
2.7254057E9,1.488429415752535
2.868848E9,1.4661268233007276
3.0198403E9,1.4438183386373937
3.1787791E9,1.4215715781501184
3.3460833E9,1.3993019061120082
3.5221932E9,1.3770341628109397
3.7075717E9,1.3547224592108262
3.9027072E9,1.3324737941613236
4.108113E9,1.3102210089773147
4.3243295E9,1.2878921010286106
4.551926E9,1.2656321153560337
4.791501E9,1.2433589554019082
5.0436854E9,1.2210767544469345
5.3091425E9,1.1988004419975737
5.588571E9,1.1765198596937791
5.8827064E9,1.1542265775956793
6.1923226E9,1.131962414414384
6.5182346E9,1.109686299380288
6.8612997E9,1.0874081490512875
7.222421E9,1.0651338541302549
7.6025487E9,1.0428543286983254
8.002683E9,1.0205808671214134
8.4238766E9,0.9982980161953193
8.867239E9,0.9760243314771793
9.333936E9,0.953747339416487
9.825196E9,0.9314719508082926
1.0342312E10,0.9091895596428557
1.0886645E10,0.8869158148888103
1.1459626E10,0.864638761557854
1.2062764E10,0.8423624520522377
1.2697646E10,0.8200841046165473
1.3365943E10,0.7978119109886813
1.4069414E10,0.7755376438266539
1.4809909E10,0.7532585530049832
1.5589378E10,0.7309818043338528
1.6409871E10,0.7087074774972826
1.7273549E10,0.6864268788243801
1.8182683E10,0.6641527538660971
1.9139666E10,0.6418769738184502
2.0147018E10,0.6195954287214473
2.1207388E10,0.5973210507592236
2.2323567E10,0.5750459742814101
2.3498492E10,0.5527677162710056
2.4735255E10,0.5304913342249599
2.603711E10,0.5082155431935744
2.7407485E10,0.48594038486601904
2.8849983E10,0.46366243305328525
3.0368403E10,0.44138697813558364
3.196674E10,0.4191090736092657
3.3649201E10,0.3968336395633691
3.5420213E10,0.37455739537283256
3.7284434E10,0.3522805691959919
3.9246774E10,0.330004350698467
4.1312395E10,0.3077288396379696
4.3486732E10,0.2854517275650799
4.5775507E10,0.26317638435563606
4.8184746E10,0.2408989481185291
5.0720784E10,0.2186229581527176
5.33903E10,0.19634574511028507
5.6200315E10,0.17406962001524987
5.9158225E10,0.1518224034284473
6.2271816E10,0.12958170903464628
6.554928E10,0.10739411207326291
6.899924E10,0.08650589786240309
7.263078E10,0.0662624184153171
7.645345E10,0.046385399901705274
8.047732E10,0.028889860823402638
8.471297E10,0.015314864531348652
8.917155E10,0.008569468883771893
9.386479E10,0.030700085871566852
9.880504E10,0.03075869781897157
1.04005304E11,0.030938128876314214
1.0947927E11,0.011353940349927077
1.15241345E11,0.02333587395896567
1.2130668E11,0.02471859694624012
1.2769124E11,0.022780077830864973
1.3441184E11,0.01082233290195881
1.4148615E11,0.022730750793121084
1.4893279E11,0.020706807647361786
1.5677135E11,0.010250121059109364
1.6502248E11,0.01882173218611275
1.7370789E11,0.01336217700237201
1.828504E11,0.016489296731936866
1.924741E11,0.016468091375484318
2.0260431E11,0.011555448335230976
2.1326771E11,0.015271109546215416
2.2449232E11,0.010117071209803482
2.3630771E11,0.013542924959697876
2.4874497E11,0.011679877337616799
2.6183682E11,0.009271129403501633
2.756177E11,0.011462807663836467
2.901239E11,0.007002847978812774
3.053936E11,0.008633137529019688
3.2146696E11,0.009850192569991856
3.383863E11,0.009210077102615967
3.561961E11,0.0055565217877853144
3.7494325E11,0.0042033376043010395
3.9467713E11,0.006063006807271567
4.154496E11,0.006559792912994303
4.373154E11,0.006342196085621465
4.60332E11,0.005555829335255632
4.8456E11,0.004088506632516693
5.1006318E11,0.003669137323285024
5.3690863E11,0.0056422299302688154
5.65167E11,0.005818997301347883
5.949126E11,0.0034235242223487746
6.262238E11,0.005007195059427757
6.59183E11,0.003887505456215765
6.938768E11,0.004688918689246475
7.303967E11,0.00247558090086611
7.688386E11,0.0036548884437520557
8.093038E11,0.004107096058246278
8.518987E11,0.0038017949847007947
8.967355E11,0.003665105546055385
9.439321E11,0.003311256895856597
9.936128E11,0.0022234286670592732
1.0459082E12,0.003117989785900155
1.100956E12,0.002509954221705619
1.1589011E12,0.0029102109794351323
1.219896E12,0.002484817904676094
1.2841011E12,0.0020471397663500515
1.3516854E12,0.002205466851928109
1.4228267E12,0.002406068170846649
1.4977123E12,0.0019141740060937703
1.9969498E12,0.0017440431917519939
2.6625998E12,0.0012320553996950684
3.5501328E12,8.503167759915845E-4
4.7335106E12,7.699212517700019E-4
6.3113475E12,0.0
