x,y
1.4148615E11,1.2986916427655144E-4
1.4893279E11,9.188570507336572E-5
1.5677135E11,1.1953202694405036E-4
1.6502248E11,9.590163930390707E-6
1.7370789E11,1.0795171511933606E-4
1.828504E11,9.002937358643115E-5
1.924741E11,8.033898916166206E-5
2.0260431E11,1.4979147721239793E-5
2.1326771E11,8.265606156729146E-5
2.2449232E11,6.89911239351883E-5
2.3630771E11,1.3449808287891601E-5
2.4874497E11,3.491013836837594E-6
2.6183682E11,7.16201549681016E-5
2.756177E11,6.579285848741539E-6
2.901239E11,1.9662853347404677E-5
3.053936E11,5.593583934322373E-5
3.2146696E11,5.048237992365601E-5
3.383863E11,5.5399224528179946E-5
3.561961E11,4.846433620436621E-5
3.7494325E11,4.699551988466365E-5
3.9467713E11,5.5250223164762634E-6
4.154496E11,4.461502546116525E-5
4.373154E11,4.278939857634505E-5
4.60332E11,1.2230380257744964E-5
4.8456E11,3.455656454171641E-5
5.1006318E11,3.675230585280185E-5
5.3690863E11,2.4165015649709766E-5
5.65167E11,2.7134632747953237E-5
5.949126E11,3.098498783967375E-5
6.262238E11,4.329604568461409E-6
6.59183E11,2.797408325791228E-5
6.938768E11,1.9993211590277406E-6
7.303967E11,2.2767462629299064E-5
7.688386E11,2.3455235679417827E-5
8.093038E11,4.774296673631887E-6
8.518987E11,4.706745152121905E-6
8.967355E11,8.429637857232619E-6
9.439321E11,9.788885510836002E-6
9.936128E11,9.749170504193922E-6
1.0459082E12,1.750830241149635E-5
1.100956E12,1.6852312185177205E-5
1.1589011E12,1.0839891101397557E-5
1.219896E12,8.736217364489916E-6
1.2841011E12,1.19490752887862E-5
1.3516854E12,1.3866013969147791E-5
1.4228267E12,4.41448672714824E-6
1.4977123E12,1.1509004538723744E-5
1.9969498E12,4.652408465488277E-6
2.6625998E12,3.41635085809358E-6
3.5501328E12,5.274653058253193E-6
4.7335106E12,3.5321288529365156E-7
6.3113475E12,2.9726447628061366E-6
